Date,Open,High,Low,Close,Volume
2020-02-10,52.25,52.25,50.97,51.0,2534900
2020-02-11,51.6,52.91,51.31,52.49,2002800
2020-02-12,52.85,54.28,52.84,54.21,1982900
2020-02-13,53.41,53.64,52.91,53.43,2246200
2020-02-14,52.44,53.0,52.44,52.46,2044500
2020-02-18,52.09,52.35,51.49,51.69,2179300
2020-02-19,51.7,52.35,51.7,52.02,2285700
2020-02-20,51.49,51.58,48.37,48.51,5621400
2020-02-21,48.12,48.16,46.85,46.97,4549900
2020-02-24,44.49,44.65,42.18,42.58,6497100
2020-02-25,42.95,43.06,39.18,39.31,5898800
2020-02-26,39.56,39.57,36.16,36.21,8127700
2020-02-27,35.07,37.09,33.17,34.74,10499100
2020-02-28,33.28,37.26,33.21,37.26,9206200
2020-03-02,37.1,37.1,33.98,35.59,7318900
2020-03-03,35.39,35.9,33.08,33.62,5704600
2020-03-04,34.25,34.25,31.47,33.0,7154900
2020-03-05,31.31,31.38,28.0,28.59,8778700
2020-03-06,27.4,30.25,26.55,27.1,12408800
2020-03-09,23.93,24.09,19.71,19.81,12091800
2020-03-10,22.24,22.25,17.12,20.5,21711700
2020-03-11,19.36,19.45,14.78,15.03,21631700
2020-03-12,11.49,13.43,9.6,9.65,29445000
2020-03-13,13.33,13.6,9.87,11.1,43494100
2020-03-16,10.46,13.41,10.1,10.94,35890800
2020-03-17,11.51,11.62,9.83,10.03,25250500
2020-03-18,9.73,9.99,7.03,7.77,24363500
2020-03-19,8.03,8.85,7.25,8.23,16537300
2020-03-20,9.09,10.98,8.23,8.72,27443900
2020-03-23,8.95,10.59,8.44,9.67,27174100
2020-03-24,12.0,15.76,11.3,13.75,46798300
2020-03-25,17.15,18.0,14.33,16.96,47730700
2020-03-26,16.8,20.28,15.0,15.71,51130200
2020-03-27,14.31,14.31,12.01,12.02,44214100
2020-03-30,11.11,11.84,9.82,10.68,32858300
2020-03-31,10.54,12.4,10.41,10.96,35119800
2020-04-01,10.5,10.59,9.45,9.55,31934400
2020-04-02,9.16,9.9,8.08,8.4,33277200
2020-04-03,9.06,9.25,8.12,8.46,24203800
2020-04-06,9.2,10.18,8.8,10.01,40974200
2020-04-07,12.27,13.0,10.36,11.01,56733100
2020-04-08,11.46,11.95,10.91,11.72,28293100
2020-04-09,12.72,14.18,12.25,13.11,53320000
2020-04-13,12.05,12.05,11.0,11.36,34352100
2020-04-14,12.49,12.98,11.63,12.35,38677100
2020-04-15,11.6,12.25,11.39,12.08,20560300
2020-04-16,11.94,12.14,11.13,11.35,20442300
2020-04-17,12.2,12.5,11.8,12.38,25069500
